id,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot,In_reply,retweet_count,fav_count,total_usrmention,days_std,hours_std,modified_hour,acc_age,tweets_per_day,in_reply_data,ff_ratio,sn_length,desc_length,diversity,name_length,name_words,null_url,screennamebot,namebot,descbot,nameratio,avg_In_reply,avg_retweet_count,avg_fav_count,avg_total_usrmention
574602943,240,4,14,1,0,3624,0,0,0,Happy Bot,0,0.0,44.0,20.0,0.0,1.0,1.0,16,344,10.5319767442,0,79.6666666667,8,157,0.875,9,2,1,0,1,1,4,0.0,0.758620689655,0.344827586207,0.0
3298808726,71,2,18,1,0,105,1,0,0,Every Sword,1,0.0,33.0,99.0,0.0,1.0,0.916666666667,22,104,1.0,0,70.0,10,14,0.8,11,2,0,0,0,0,5,0.0,0.568965517241,1.70689655172,0.0
8.10E+17,2,31,1,1,0,2,1,1,0,Lavon Court,1,0.0,0.0,0.0,0.0,0.0,0.0,9,55,0.0181818181818,0,0.0333333333333,11,3,0.909090909091,11,2,0,0,0,0,5,0.0,0.0,0.0,0.0
17483104,918500,10,1165,2,0,21059,0,0,0,Lionel_Messi,0,0.0,99.0,100.0,0.0,1.0,1.0,9,2906,7.24638678596,0,102055.444444,12,118,0.75,12,1,0,0,0,0,12,0.0,1.70689655172,1.72413793103,0.0
38993997,84796,4,3308,415,0,4213,0,0,0,UbuWeb,0,4.0,95.0,52.0,108.0,1.0,0.75,4,2917,1.44394926294,0,28265.0,6,26,0.666666666667,6,1,1,0,0,0,6,0.0689655172414,1.63793103448,0.896551724138,1.86206896552
1890833028,78,491,1,2,0,17,0,0,0,Nerd@Justin fan,1,0.0,11.0,0.0,11.0,0.857142857143,0.833333333333,17,2,8.0,0,0.157142857143,8,147,1.0,15,2,0,0,0,0,7,0.0,0.189655172414,0.0,0.189655172414
8.24E+17,9,30,1,20,0,8,1,0,1,Devon,0,0.0,0.0,0.0,0.0,0.0,0.0,2,100,0.07,0,0.275862068966,9,71,1.0,5,1,0,0,0,0,5,0.0,0.0,0.0,0.0
8.40E+17,2,9,1,4,0,3,1,0,0,PopMa,1,1.0,0.0,1.0,1.0,0.857142857143,0.958333333333,2,1,2.0,1,0.125,7,11,1.0,5,1,0,0,0,0,5,0.0172413793103,0.0,0.0172413793103,0.0172413793103
1337785291,7146507,83,10608,347,1,1357,0,0,0,Roger Federer,0,14.0,100.0,90.0,64.0,1.0,0.958333333333,22,1488,0.911290322581,0,87152.5121951,12,26,0.5,13,2,1,0,0,0,6,0.241379310345,1.72413793103,1.55172413793,1.10344827586
2727019322,27,6,6,1,0,3801,1,0,0,Untag Me!,1,80.0,11.0,2.0,508.0,0.857142857143,0.875,19,112,33.9285714286,0,5.2,8,68,1.0,9,2,0,0,0,0,4,1.37931034483,0.189655172414,0.0344827586207,8.75862068966
34104616,523448,196,8404,41,1,492,0,0,0,Roger Goodell,0,9.0,99.0,93.0,97.0,1.0,0.708333333333,0,2929,0.16763400478,0,2684.34358974,10,44,0.9,13,2,1,0,0,0,6,0.155172413793,1.70689655172,1.60344827586,1.6724137931
153864678,215,267,1,24,0,818,0,0,0,Felipe Moraes,0,1.0,0.0,4.0,34.0,1.0,0.958333333333,19,2473,0.330367974121,0,0.804511278195,14,3,0.785714285714,13,2,1,0,0,0,6,0.0172413793103,0.0,0.0689655172414,0.586206896552
48169084,197688,979,1776,2249,1,7025,0,0,0,Cypress Hill _†¢,0,14.0,91.0,55.0,136.0,1.0,0.791666666667,23,2880,2.43888888889,0,202.13394683,11,61,0.818181818182,16,3,1,0,0,0,4,0.241379310345,1.56896551724,0.948275862069,2.34482758621
2400631,12796,1356,716,42900,1,41491,0,0,0,Robinson Meyer,0,38.0,61.0,54.0,84.0,1.0,0.666666666667,4,3692,11.2378114843,1,9.44280442804,9,77,0.888888888889,14,2,1,0,0,0,6,0.655172413793,1.05172413793,0.931034482759,1.44827586207
8752222,7310,466,205,5173,1,3359,0,0,0,___,1,33.0,63.0,67.0,89.0,1.0,0.833333333333,21,3528,0.951814058957,0,15.7182795699,11,87,0.818181818182,3,1,1,0,0,0,3,0.568965517241,1.08620689655,1.15517241379,1.53448275862
129845242,2109052,102191,13196,1075,0,69549,0,0,0,Inspirational Quotes,1,0.0,96.0,76.0,20.0,0.571428571429,1.0,15,2588,26.8732612056,0,20.6385262746,10,40,0.9,20,2,1,0,0,0,9,0.0,1.65517241379,1.31034482759,0.344827586207
146563007,37,134,8,18,0,1019,0,0,0,SusiiOh,0,0.0,2.0,6.0,1.0,1.0,0.875,19,2542,0.400472069237,0,0.270676691729,8,3,0.75,7,1,0,0,0,0,7,0.0,0.0344827586207,0.103448275862,0.0172413793103
2789749526,529,37,34,1,0,11210,0,0,0,pseudomonaspapers,1,0.0,5.0,15.0,0.0,0.714285714286,0.625,12,975,11.4964102564,0,14.6666666667,13,150,0.692307692308,17,1,1,0,0,1,17,0.0,0.0862068965517,0.258620689655,0.0
196994616,502097,376,6568,46,1,5021,0,0,0,Donald Tusk,0,0.0,100.0,97.0,30.0,0.857142857143,0.541666666667,12,2410,2.08298755187,0,1338.92266667,13,93,0.846153846154,11,2,1,0,0,0,5,0.0,1.72413793103,1.6724137931,0.51724137931
301068740,9092,7793,372,29310,0,45623,0,0,0,Willis Williams,0,29.0,50.0,27.0,144.0,0.714285714286,0.666666666667,20,2180,20.9275229358,0,1.16670944559,11,142,1.0,15,2,1,0,0,0,7,0.5,0.862068965517,0.465517241379,2.48275862069
32337013,14717,493,228,1184,1,5412,0,0,0,shawn king,0,25.0,38.0,80.0,106.0,1.0,0.916666666667,7,2937,1.84235614573,0,29.9105691057,10,121,0.9,10,2,1,0,0,0,4,0.431034482759,0.655172413793,1.37931034483,1.8275862069
195737016,43865,4802,70,126,0,123963,0,0,0,Neighbourhood Alert,1,0.0,13.0,5.0,0.0,0.571428571429,0.75,13,2413,51.3725652714,0,9.13642991044,13,145,0.615384615385,19,2,1,0,0,0,9,0.0,0.224137931034,0.0862068965517,0.0
2477378850,401,679,21,65,0,26075,0,0,0,AttentiveBot,1,99.0,0.0,1.0,97.0,0.714285714286,0.791666666667,20,454,57.4317180617,1,0.589970501475,12,59,0.666666666667,12,1,1,1,1,0,12,1.70689655172,0.0,0.0172413793103,1.6724137931
3408893381,21,11,3,1,0,2522,1,0,0,IF Clue Bot,1,0.0,0.0,1.0,0.0,1.0,0.833333333333,17,637,3.95761381476,0,2.0,9,129,1.0,11,3,1,1,1,1,3,0.0,0.0,0.0172413793103,0.0
3052480252,14,2,7,1,0,54,1,0,0,Edgetics papers,1,0.0,6.0,4.0,0.0,1.0,0.583333333333,11,459,0.115468409586,0,13.0,15,102,0.733333333333,15,2,1,0,0,0,7,0.0,0.103448275862,0.0689655172414,0.0
7.09E+17,219,3,36,1,0,9031,0,0,0,threedesert,1,0.0,4.0,12.0,31.0,0.714285714286,1.0,2,418,21.6028708134,0,109.0,11,55,0.545454545455,11,1,0,0,0,0,11,0.0,0.0689655172414,0.206896551724,0.534482758621
32549069,4438,427,160,20,1,2234,0,0,0,Charm City Devils,0,9.0,56.0,72.0,86.0,1.0,0.625,20,2940,0.759523809524,0,10.4154929577,15,54,0.866666666667,17,3,1,0,0,0,5,0.155172413793,0.965517241379,1.24137931034,1.48275862069
52534584,589021,442,4293,451,1,3701,0,0,0,Randy Jackson,0,1.0,99.0,79.0,124.0,1.0,0.666666666667,21,2839,1.30327580134,0,1335.6462585,15,152,0.733333333333,13,2,1,0,0,0,6,0.0172413793103,1.70689655172,1.36206896552,2.13793103448
2566358196,19169,9185,443,1,0,882447,0,0,0,Appropriate Tributes,1,100.0,4.0,11.0,100.0,0.857142857143,0.916666666667,3,1057,834.859035005,1,2.08710801394,11,102,0.909090909091,20,2,0,0,0,1,9,1.72413793103,0.0689655172414,0.189655172414,1.72413793103
416157837,27,245,1,7,0,143,1,0,0,Sidhanth Mohanty,0,3.0,3.0,2.0,5.0,1.0,0.75,9,1162,0.122203098107,0,0.106557377049,9,3,1.0,16,2,0,0,0,0,7,0.051724137931,0.051724137931,0.0344827586207,0.0862068965517
19386403,56971,4347,1146,17250,1,13297,0,0,0,Operation Smile,0,91.0,20.0,53.0,129.0,0.857142857143,0.583333333333,8,3024,4.39682539683,1,13.1086056144,14,93,0.785714285714,15,2,1,0,0,0,7,1.56896551724,0.344827586207,0.913793103448,2.22413793103
2861842401,283,2,28,1,0,6785,1,0,0,worst vs worst,1,0.0,2.0,7.0,0.0,1.0,0.5,3,913,7.430449069,0,282.0,12,130,0.5,14,3,0,0,0,1,4,0.0,0.0344827586207,0.120689655172,0.0
36704352,2913705,458,4843,3319,1,10665,0,0,0,Elizabeth Gillies,0,29.0,100.0,92.0,49.0,1.0,0.916666666667,16,2928,3.64207650273,0,6375.71991247,10,3,0.7,17,2,0,0,0,0,8,0.5,1.72413793103,1.58620689655,0.844827586207
577490455,7168,359,422,548,0,322,1,0,0,Heidi Roizen,0,11.0,89.0,61.0,148.0,1.0,0.833333333333,21,1811,0.177250138045,0,20.0195530726,11,146,0.727272727273,12,2,1,0,0,0,5,0.189655172414,1.53448275862,1.05172413793,2.55172413793
2391332989,2713,7,54,477,0,4127,0,0,0,Netflix SoundFX,1,0.0,89.0,91.0,14.0,1.0,0.583333333333,16,1148,3.59407665505,0,452.0,14,5,1.0,15,2,0,0,0,0,7,0.0,1.53448275862,1.56896551724,0.241379310345
4478644044,173,20,4,4,0,6,1,0,0,Read Later Bot,1,0.0,2.0,3.0,1.0,0.714285714286,0.875,20,3,1.66666666667,0,9.05263157895,12,94,0.75,14,3,1,1,1,1,4,0.0,0.0344827586207,0.051724137931,0.0172413793103
55587483,391,1206,48,237,0,625,0,0,0,Justin Grace,0,23.0,49.0,18.0,111.0,1.0,0.916666666667,15,2852,0.218793828892,0,0.323651452282,13,160,0.846153846154,12,2,0,0,0,0,5,0.396551724138,0.844827586207,0.310344827586,1.91379310345
2400443496,1359,3,36,1,0,230,1,0,0,Nailbiter Bot,1,0.0,13.0,13.0,62.0,1.0,0.5,21,1112,0.205935251799,0,679.0,12,130,0.833333333333,13,2,1,1,1,0,6,0.0,0.224137931034,0.224137931034,1.06896551724
2831214083,181,71,22,6,0,1139546,0,0,0,Every Finnish Number,1,0.0,0.0,2.0,0.0,0.857142857143,0.875,7,934,1220.06959315,0,2.57142857143,14,155,0.857142857143,20,3,1,0,0,1,6,0.0,0.0,0.0344827586207,0.0
3250687101,581,2,43,2,0,5305,0,0,0,Lil Spellbook,1,0.0,24.0,55.0,0.0,1.0,0.666666666667,8,695,7.63165467626,0,580.0,12,157,0.75,13,2,1,0,0,0,6,0.0,0.413793103448,0.948275862069,0.0
22225065,1734,4996,41,39,0,64008,0,0,1,William,0,0.0,0.0,0.0,8.0,0.571428571429,0.583333333333,3,2989,21.4141853463,0,0.346946946947,13,90,0.615384615385,7,1,1,0,0,0,7,0.0,0.0,0.0,0.137931034483
2565448514,194,2,18,15,0,1579,0,0,0,Bioinformatics paper,1,0.0,25.0,33.0,0.0,1.0,0.833333333333,15,874,1.80549199085,0,193.0,13,79,0.846153846154,20,2,0,0,0,0,9,0.0,0.431034482759,0.568965517241,0.0
11388132,371232,283,9199,31,1,11796,0,0,1,Lessig,0,30.0,76.0,63.0,92.0,1.0,1.0,23,3423,3.44580777096,0,1316.42198582,6,52,0.833333333333,6,1,1,0,0,0,6,0.51724137931,1.31034482759,1.08620689655,1.58620689655
3105987827,169,2,90,1,0,3572,1,0,0,A Travel Bot,1,0.0,6.0,15.0,0.0,1.0,0.791666666667,22,776,4.60180412371,0,168.0,12,159,0.75,12,3,1,1,1,1,3,0.0,0.103448275862,0.258620689655,0.0
2853661052,123,30,16,3,0,3490,1,0,0,___ said,1,0.0,0.0,0.0,0.0,1.0,0.583333333333,0,936,3.72756410256,0,4.20689655172,7,156,0.714285714286,8,2,0,0,0,0,3,0.0,0.0,0.0,0.0
2583829850,73,4,15,2,0,646,1,0,0,The Goal,1,0.0,17.0,9.0,0.0,1.0,0.916666666667,11,401,1.60847880299,0,24.0,10,69,0.8,8,2,0,0,0,1,3,0.0,0.293103448276,0.155172413793,0.0
212864806,43,100,1,1,0,20,1,0,1,Rajesh,0,3.0,1.0,1.0,14.0,1.0,0.625,8,2315,0.00820734341253,0,0.424242424242,13,13,0.846153846154,6,1,0,0,0,0,6,0.051724137931,0.0172413793103,0.0172413793103,0.241379310345
2295281700,188,3,15,1,0,575,1,0,0,Clicker Maker,1,0.0,2.0,2.0,0.0,1.0,0.958333333333,1,684,0.83918128655,0,93.5,12,99,0.75,13,2,0,0,0,0,6,0.0,0.0344827586207,0.0344827586207,0.0
17220934,3086347,34,39916,1,1,2095,0,0,0,Al Gore,0,5.0,100.0,93.0,64.0,1.0,0.625,22,3102,0.675048355899,0,93525.6363636,6,3,1.0,7,2,1,0,0,0,3,0.0862068965517,1.72413793103,1.60344827586,1.10344827586
51417900,246,347,18,1,0,9349,0,0,0,The Dream Stream,1,0.0,0.0,2.0,80.0,0.571428571429,0.541666666667,11,217,43.0783410138,0,0.708092485549,14,102,0.571428571429,16,3,0,0,0,0,4,0.0,0.0,0.0344827586207,1.37931034483
2419923152,42,2,9,1,0,2,1,0,0,All the Nothings,1,0.0,0.0,0.0,0.0,1.0,1.0,3,1132,0.000883392226148,0,41.0,12,65,0.666666666667,16,3,0,0,0,0,4,0.0,0.0,0.0,0.0
2742938653,3019,2595,1561,46570,0,47767,0,0,1,HubBucket Corporate,0,1.0,100.0,27.0,131.0,0.857142857143,0.833333333333,19,992,48.1512096774,0,1.1634541249,9,154,0.888888888889,19,2,1,0,0,0,9,0.0172413793103,1.72413793103,0.465517241379,2.25862068966
49488784,310088,477,2038,978,1,29045,0,0,0,Antonio Pizzonia,0,15.0,43.0,80.0,40.0,1.0,0.791666666667,1,2825,10.2810619469,0,651.443277311,15,160,0.533333333333,16,2,1,0,0,0,7,0.258620689655,0.741379310345,1.37931034483,0.689655172414
2999876456,12504,2,264,35,0,600,0,0,0,Erowid Recruiter,1,0.0,99.0,99.0,2.0,1.0,0.708333333333,21,794,0.754408060453,0,12503.0,15,156,0.6,16,2,0,0,0,0,7,0.0,1.70689655172,1.70689655172,0.0344827586207
2428936177,687,13,164,9584,0,22511,0,0,0,MetaphorIsMyBusiness,1,30.0,5.0,16.0,5.0,1.0,0.5,13,1127,19.9733806566,0,57.1666666667,14,159,0.714285714286,20,1,1,0,0,1,20,0.51724137931,0.0862068965517,0.275862068966,0.0862068965517
21534339,645307,565,3034,4203,1,15797,0,0,0,Adrienne Houghton,0,7.0,100.0,80.0,96.0,1.0,0.875,1,2993,5.27764784497,0,1144.15957447,14,3,0.714285714286,17,2,1,0,0,0,8,0.120689655172,1.72413793103,1.37931034483,1.65517241379
2381877092,298,2,20,1,0,7958,1,0,0,Helminth papers,1,0.0,3.0,3.0,0.0,1.0,0.666666666667,9,1153,6.9011274935,0,297.0,11,110,0.818181818182,15,2,0,0,0,1,7,0.0,0.051724137931,0.051724137931,0.0
2925162284,789,317,33,287,0,43390,0,0,0,twoemoji,1,0.0,15.0,27.0,0.0,0.571428571429,1.0,4,878,49.4179954442,0,2.49367088608,8,16,0.875,8,1,0,0,0,0,8,0.0,0.258620689655,0.465517241379,0.0
440473257,89,913,2,1142,0,323,1,0,1,Brandy Singleton,0,12.0,79.0,7.0,146.0,0.857142857143,0.625,1,1946,0.165467625899,0,0.0964912280702,8,167,1.0,16,2,0,0,0,0,7,0.206896551724,1.36206896552,0.120689655172,2.51724137931
7.51E+17,9,1020,2,184,0,221,1,0,0,TCmiamey,1,0.0,100.0,0.0,145.0,1.0,0.916666666667,0,301,0.730897009967,0,0.00785083415113,8,25,0.875,8,1,0,0,0,0,8,0.0,1.72413793103,0.0,2.5
30045479,650,32,67,1,1,215,0,0,0,Something To Burn,0,0.0,17.0,5.0,0.0,1.0,0.833333333333,19,591,0.362098138748,0,20.935483871,15,34,0.866666666667,17,3,1,0,0,0,5,0.0,0.293103448276,0.0862068965517,0.0
2306166067,4339,2,48,1,0,1544,1,0,0,555 ‘µHz,1,0.0,99.0,100.0,0.0,0.571428571429,1.0,7,34,45.3823529412,0,4338.0,6,3,0.666666666667,8,2,0,0,0,0,3,0.0,1.70689655172,1.72413793103,0.0
25497636,781323,57,1224,8,0,8374,0,0,0,JJ Lin,0,0.0,100.0,100.0,4.0,1.0,0.833333333333,12,2965,2.8239460371,0,13952.1785714,6,123,0.833333333333,6,2,1,0,0,0,2,0.0,1.72413793103,1.72413793103,0.0689655172414
8.21E+17,160,538,5,3492,0,2137,0,0,1,Tigressa,0,6.0,64.0,15.0,69.0,1.0,0.541666666667,17,109,19.5963302752,0,0.296089385475,15,158,0.666666666667,8,1,0,0,0,0,8,0.103448275862,1.10344827586,0.258620689655,1.18965517241
144966988,372,277,23,2,0,6959,0,0,0,Renata Mura,0,32.0,36.0,5.0,70.0,1.0,0.583333333333,19,2270,3.06519823789,0,1.34420289855,11,31,0.909090909091,11,2,0,0,0,0,5,0.551724137931,0.620689655172,0.0862068965517,1.20689655172
795053881,104,235,1,781,0,1638,0,0,0,Ryan Horton,0,72.0,22.0,16.0,154.0,1.0,0.75,1,1706,0.959554513482,1,0.440170940171,14,34,0.714285714286,11,2,0,0,0,0,5,1.24137931034,0.379310344828,0.275862068966,2.65517241379
8.40E+17,213,323,2,25,0,28,1,0,1,dennis davis,1,0.0,0.0,0.0,0.0,0.0,0.0,4,3,9.0,0,0.658385093168,8,113,0.875,12,2,1,0,0,0,5,0.0,0.0,0.0,0.0
7.36E+17,40,56,3,1,0,164,1,0,0,bxv_biochem,1,0.0,5.0,11.0,0.0,1.0,0.833333333333,20,342,0.476608187135,0,0.709090909091,11,114,0.909090909091,11,1,0,0,0,0,11,0.0,0.0862068965517,0.189655172414,0.0
160781725,4612,280,143,586,1,589,0,0,1,Taylor Freeman,0,24.0,75.0,30.0,233.0,1.0,0.875,3,2500,0.2352,0,16.5268817204,14,77,0.785714285714,14,2,1,0,0,0,6,0.413793103448,1.29310344828,0.51724137931,4.01724137931
344793480,1362,78,5,2,0,21612,0,0,0,Saint Seiya 4Ever,1,0.0,5.0,8.0,0.0,1.0,0.666666666667,16,2106,10.2616334283,0,17.6753246753,15,36,0.733333333333,17,3,1,0,0,0,5,0.0,0.0862068965517,0.137931034483,0.0
2582951251,109420,104164,132,849,0,867,0,0,0,Mary Monser,1,0.0,91.0,0.0,91.0,0.714285714286,0.625,22,990,0.874747474747,0,1.05045937617,7,116,1.0,11,2,0,0,0,0,5,0.0,1.56896551724,0.0,1.56896551724
8.33E+17,2,67,1,1,0,16,1,0,0,Bobby Smith,1,0.0,1.0,0.0,1.0,0.571428571429,0.583333333333,18,25,0.6,0,0.0151515151515,14,4,0.785714285714,11,2,0,0,0,0,5,0.0,0.0172413793103,0.0,0.0172413793103
3064032130,77,4,6,1,0,663,0,0,0,IFDB Sommelier,1,0.0,1.0,0.0,0.0,1.0,0.958333333333,17,800,0.8275,0,25.3333333333,13,52,0.769230769231,14,2,0,1,0,0,6,0.0,0.0172413793103,0.0,0.0
18785430,1472801,43,7281,14,1,8539,0,0,0,Fred Durst,0,63.0,88.0,86.0,126.0,1.0,0.75,0,3030,2.81782178218,1,35066.6666667,9,19,0.777777777778,10,2,1,0,0,0,4,1.08620689655,1.51724137931,1.48275862069,2.1724137931
1120437522,72,355,9,59,0,5120,0,0,0,Axel Carp,0,0.0,1.0,3.0,157.0,1.0,0.75,22,1519,3.36998025016,0,0.200564971751,11,23,1.0,9,2,0,0,0,0,4,0.0,0.0172413793103,0.051724137931,2.70689655172
263630465,27,14,1,1,0,69,0,0,0,Patrick McClure,0,0.0,10.0,0.0,1.0,1.0,0.708333333333,12,2246,0.0302760463045,0,2.0,10,52,0.8,15,2,1,0,0,0,7,0.0,0.172413793103,0.0,0.0172413793103
8.14E+17,11,92,1,1,0,6,1,1,0,Angry Step Parent,1,0.0,1.0,0.0,0.0,0.571428571429,0.875,2,7,0.714285714286,0,0.10989010989,15,3,0.6,17,3,0,0,0,0,5,0.0,0.0172413793103,0.0,0.0
18863720,213772,213,3415,407,1,3075,0,0,0,Keane,0,1.0,100.0,47.0,117.0,1.0,0.666666666667,10,3036,1.01251646904,0,1008.35377358,13,128,0.692307692308,5,1,1,0,0,0,5,0.0172413793103,1.72413793103,0.810344827586,2.01724137931
7.73E+17,43,4,7,1,0,5874,0,0,0,d-su,1,0.0,10.0,56.0,3.0,0.714285714286,1.0,19,244,24.0696721311,0,14.0,14,70,0.214285714286,4,1,0,0,0,0,4,0.0,0.172413793103,0.965517241379,0.051724137931
84351228,253340,434,10204,96,1,812,0,0,0,Tim Berners-Lee,0,9.0,98.0,36.0,96.0,1.0,0.875,15,2751,0.294801890222,0,585.07852194,14,149,0.714285714286,15,2,1,0,0,0,7,0.155172413793,1.68965517241,0.620689655172,1.65517241379
2335907516,573,579,2,5240,0,1225,1,0,1,KimberlyAnn_™‘_,0,26.0,48.0,65.0,58.0,1.0,0.875,1,1181,1.03640982218,0,0.989619377163,14,21,0.785714285714,15,1,0,0,0,0,15,0.448275862069,0.827586206897,1.12068965517,1.0
